label,threshold,precision,recall,f1,n_gold,n_pred
repetition,0.85,1.1500856662081642,1.4612199527185854,1.2871171498414773,621,789
repetition,0.9,1.1482151106089336,0.930035749816898,1.0276729548688497,621,503
repetition,0.95,1.0685599791524818,0.338979574706987,0.5146853689316354,621,197
slogans,0.05,0.40571388431043887,8.542007052613581,0.7746354374602124,129,2716
slogans,0.1,0.4014687068599727,4.6371191722586,0.738960312812056,129,1490
slogans,0.15,0.3943097694537083,3.169761480027097,0.7013708935222909,129,1037
slogans,0.2,0.3986136884273294,2.6574245895155295,0.6932411972649206,129,860
slogans,0.25,0.39640720741571633,1.9820360370785817,0.6606786790261938,129,645
slogans,0.3,0.4065161140924643,1.7552672523217259,0.6601442435845557,129,557
slogans,0.35,0.41948923445173597,1.5934087200104698,0.6641348138331199,129,490
slogans,0.4,0.437940668957662,1.4428277853256306,0.671930629267171,129,425
slogans,0.45,0.45370766348731967,1.318917626416627,0.6751602135227971,129,375
slogans,0.5,0.4724614634716001,1.2525722519944746,0.6861223800734065,129,342
slogans,0.55,0.48497224743626605,1.1579182341889143,0.6836222069124482,129,308
slogans,0.6,0.5163415360563258,1.0366857196789796,0.6893425661782906,129,259
slogans,0.65,0.5157458779045097,0.9435350944609634,0.6669371352628178,129,236
slogans,0.7,0.5600196280544429,0.629479426882901,0.5927215041452133,129,145
slogans,0.75,0.5611647933577927,0.5698650227121771,0.5654814456143912,129,131
slogans,0.8,0.5607395085657256,0.5085776938154256,0.533386361806422,129,117
slogans,0.85,0.5580388877940865,0.43258828511169495,0.4873702076804249,129,100
slogans,0.9,0.5789540168935369,0.3949453758653585,0.46956639158185476,129,88
slogans,0.95,0.6117464545720693,0.2892754552627615,0.3928056181989077,129,61
thought_terminating_cliches,0.05,0.2635547085374652,15.736990359776541,0.5184270773051656,76,4538
thought_terminating_cliches,0.1,0.27119245371314826,9.709403507282584,0.5276472410107089,76,2721
thought_terminating_cliches,0.15,0.27604779574261396,6.861240607339445,0.5307422759875804,76,1889
thought_terminating_cliches,0.2,0.27964940755905704,5.125679272760085,0.5303630016742906,76,1393
thought_terminating_cliches,0.25,0.28583581998911295,4.1935123590508026,0.5351921734472896,76,1115
thought_terminating_cliches,0.3,0.27874944195602985,3.1799442917878666,0.5125679028120421,76,867
thought_terminating_cliches,0.35,0.2823545830283865,2.7938242952282457,0.512875957578132,76,752
thought_terminating_cliches,0.4,0.28200336853227603,2.515766892958989,0.5071572516309898,76,678
thought_terminating_cliches,0.45,0.29073174876039287,2.333504825576837,0.517044801002448,76,610
thought_terminating_cliches,0.5,0.2960039498671406,2.173292158235059,0.5210416530784368,76,558
thought_terminating_cliches,0.55,0.2920302945649297,1.840559356534228,0.5040811210688336,76,479
thought_terminating_cliches,0.6,0.29507055328478,1.731598246908051,0.5042201791762908,76,446
thought_terminating_cliches,0.65,0.2921410114603021,1.5529601135521323,0.49177070262484185,76,404
thought_terminating_cliches,0.7,0.307937669221286,1.515377477483697,0.5118608368389377,76,374
thought_terminating_cliches,0.75,0.32824260007940703,1.4511778108773783,0.5353859884790328,76,336
thought_terminating_cliches,0.8,0.34047152036066114,1.4066849657006264,0.5482464481705005,76,314
thought_terminating_cliches,0.85,0.36402355797996006,1.3171905058485396,0.5704072845839829,76,275
thought_terminating_cliches,0.9,0.3831754404189788,1.1797770139215924,0.5784713100518777,76,234
